	Cross section of sclerenchyma fibers in plant ground tissue	0
785	A rainbow is an optical and meteorological phenomenon that is caused by reflection of light in water droplets in the Earth 's atmosphere , resulting in a spectrum of light appearing in the sky .	0
786	It takes the form of a multicoloured arc .	0
787	Rainbows caused by sunlight always appear in the section of sky directly opposite the sun .	0
788	In a `` primary rainbow '' , the arc shows red on the outer part and violet on the inner side .	0
789	This rainbow is caused by light being refracted while entering a droplet of water , then reflected inside on the back of the droplet and refracted again when leaving it .	0
790	In a double rainbow , a second arc is seen outside the primary arc , and has the order of its colours reversed , red facing toward the other one , in both rainbows .	0
791	This second rainbow is caused by light reflecting twice inside water droplets .	0
792	The French colonial Empire was the set of territories that were under French rule primarily from the 17th century to the late 1960s .	0
793	In the 19th and 20th centuries , the colonial empire of France was the second-largest in the world behind the British Empire .	0
794	The French colonial empire extended over 12,347,000 km2 ( 4,767,000 sq . miles ) of land at its height in the 1920s and 1930s .	0
795	Including metropolitan France , the total amount of land under French sovereignty reached 13,018,575 km2 ( 4,980,000 sq . miles ) at the time , almost 1/10 of the Earth 's total land area .	0
796	Its influence made French a widely-spoken colonial European language , along with English , Spanish , Portuguese and Dutch .	0
797	In rivalry with England , France began to establish colonies in North America , the Caribbean , and India , following the Spanish and Portuguese successes during the Age of Discovery .	0
798	A series of wars with and Great Britain during the 18th century and early 19th century , which France lost , ended its colonial ambitions in these areas , and with it what some historians term the `` first '' French colonial empire .	0
799	In the 19th century , France established a new empire in Africa and Southeast Asia .	0
800	In this period France 's conquest of an Empire in Africa was dressed up as a moral crusade .	0
801	In 1884 Jules Ferry declared ; `` The higher races have a right over the lower races , they have a duty to civilize the inferior races . ''	0
802	Full citizenship rights - assimilation - were offered , although in reality `` assimilation was always receding [ and ] the colonial populations treated like subjects not citizens . ''	0
803	Following the First World War , and even more so after the Second World War , anti-colonial movements began to challenge European authority .	0
804	France unsuccessfully fought bitter wars in Vietnam and Algeria to keep its empire intact , but by the end of the 1960s many of France 's colonies had gained independence .	0
805	However , some remaining territories – especially islands and archipelagos – were integrated into France as overseas departments and territories .	0
806	These now total altogether 123,150 km2 ( 47,548 sq . miles ) , which amounts to only 1 % of the pre-1939 French colonial empire 's area , with 2,685,705 people living in them in 2011 .	0
807	All of them enjoy full political representation at the national level , as well as varying degrees of legislative self-governance .	0
808	( See Administrative divisions of France . )	0
809	In computing , data integrity refers to maintaining and assuring the accuracy and consistency of data over its entire life-cycle , and is an important feature of a database or RDBMS system .	0
810	Data integrity means that the data contained in the database is accurate and reliable .	0
811	Data warehousing and business intelligence in general demand the accuracy , validity and correctness of data despite hardware failures , software bugs or human error .	0
812	Data that has integrity is identically maintained during any operation , such as transfer , storage or retrieval .	0
813	All characteristics of data , including business rules , rules for how pieces of data relate , dates , definitions and lineage must be correct for its data integrity to be complete .	0
814	When functions operate on the data , the functions must ensure integrity .	0
815	Examples include transforming the data , storing history and storing metadata .	0
816	One initial layout in the game of Spider .	0
817	Spider is a type of Patience game .	0
818	It is one of the more popular two-deck solitaire games .	0
819	Diaphragm pump schematic .	0
820	A diaphragm pump ( also known as a Membrane pump , Air Operated Double Diaphragm Pump ( AODD ) or Pneumatic Diaphragm Pump ) is a positive displacement pump that uses a combination of the reciprocating action of a rubber , thermoplastic or teflon diaphragm and suitable valves either side of the diaphragm ( check valve , butterfly valves , flap valves , or any other form of shut-off valves ) to pump a fluid .	1
821	There are three main types of diaphragm pumps:	0
822	Those in which the diaphragm is sealed with one side in the fluid to be pumped , and the other in air or hydraulic fluid .	0
823	The diaphragm is flexed , causing the volume of the pump chamber to increase and decrease .	0
824	A pair of non-return check valves prevent reverse flow of the fluid .	0
